path	category	read_status	role	domain	key_symbols	contracts	dependencies	tests	docs_references	findings	size_bytes	line_count	last_commit_sha	last_commit_time	last_commit_subject
src/market_regime_alpha/research/mr2b_f2b_v3_artifacts.py	SOURCE	FULL_TEXT_READ	Immutable publisher and typed identity for MR-2B F2B v3.	research	"[""F2BRunIdentityV3"", ""build_f2b_v3_run_identity"", ""publish_f2b_v3_artifact"", ""f2b_v3_semantic_projection"", ""f2b_v2_semantic_projection"", ""build_v2_v3_semantic_diff"", ""_semantic_value_equal"", ""_mapping_or_empty"", ""run_f2b_v3_research"", ""_row_counts"", ""_competing_status"", ""_write_report"", ""_write_parquet"", ""_write_json"", ""_write_checksums"", ""_validate_file_set"", ""_hash"", ""_revision""]"	[]	"[""json"", ""shutil"", ""subprocess"", ""pandas"", ""__future__"", ""dataclasses"", ""hashlib"", ""pathlib"", ""typing"", ""market_regime_alpha.research.mr2b_f2a_reader"", ""market_regime_alpha.research.mr2b_f2b_v3"", ""market_regime_alpha.research.mr2b_f2b_v3_protocol"", ""market_regime_alpha.research.prr_artifact_reader"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_mr2b_f2b_v3_reader.py"", ""tests/research/test_mr2b_f2b_v3_artifacts.py""]"	[]	[]	18624	429	b1726393a1ff7747807f1cacfb52f299fecb5911	2026-07-22T22:05:27+08:00	fix: close post-merge research Artifact identity reviews (#9)
src/market_regime_alpha/research/mr2b_f2b_v3_competing_events.py	SOURCE	FULL_TEXT_READ	Scope-consistent competing-event diagnostics for MR-2B F2B v3.	research	"[""CompetingEventCoverage"", ""CompetingEventResultV3"", ""build_competing_event_diagnostics_v3"", ""_metrics""]"	[]	"[""__future__"", ""dataclasses"", ""statistics"", ""typing"", ""market_regime_alpha.research.mr2b_f2b_competing_events""]"	"[""tests/research/test_mr2b_f2b_v3_reader.py"", ""tests/research/test_mr2b_f2b_v3_artifacts.py""]"	"[""docs/archive/superpowers/plans/2026-07-13-macd-signal-intent-implementation.md""]"	[]	7397	179	871f35781baeb29b12f41fc04b2a54b285d54a1f	2026-07-18T23:52:35+08:00	feat: harden versioned research Artifact identities
src/market_regime_alpha/research/mr2b_f2b_v3_primary.py	SOURCE	FULL_TEXT_READ	Protocol-driven directional Primary gate for F2B v3.	research	"[""evaluate_primary_gate_v3""]"	[]	"[""__future__"", ""typing"", ""market_regime_alpha.research.mr2b_f2b_primary"", ""market_regime_alpha.research.mr2b_f2b_v3_protocol"", ""market_regime_alpha.research.mr2b_f2b_v3_statistics""]"	"[""tests/research/test_mr2b_f2b_v3_reader.py""]"	[]	[]	4289	111	871f35781baeb29b12f41fc04b2a54b285d54a1f	2026-07-18T23:52:35+08:00	feat: harden versioned research Artifact identities
src/market_regime_alpha/research/mr2b_f2b_v3_protocol.py	SOURCE	FULL_TEXT_READ	Frozen single-source protocol for MR-2B F2B v3 hardening.	research	"[""F2BProtocolV3"", ""frozen_f2b_v3_protocol""]"	"[""F2BProtocolV3""]"	"[""__future__"", ""dataclasses"", ""typing"", ""market_regime_alpha.research.mr2b_context"", ""market_regime_alpha.research.mr2b_f2b_protocol"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_mr2b_f2b_v3_reader.py"", ""tests/research/test_mr2b_f2b_v3_artifacts.py""]"	[]	[]	5968	162	871f35781baeb29b12f41fc04b2a54b285d54a1f	2026-07-18T23:52:35+08:00	feat: harden versioned research Artifact identities
src/market_regime_alpha/research/mr2b_f2b_v3_reader.py	SOURCE	FULL_TEXT_READ	Semantic reader for immutable MR-2B F2B v3 evidence.	research	"[""VerifiedF2BRunV3"", ""load_verified_f2b_v3_run"", ""_verify_identity"", ""_frames"", ""_expected_frames"", ""_competing_status"", ""_row_counts"", ""_verify_files"", ""_assert_table"", ""_json"", ""_json_value"", ""_mapping"", ""_canonical_equal"", ""_freeze"", ""_hash""]"	[]	"[""json"", ""pandas"", ""__future__"", ""dataclasses"", ""hashlib"", ""pathlib"", ""types"", ""typing"", ""pandas.testing"", ""market_regime_alpha.research.mr2b_f2a_reader"", ""market_regime_alpha.research.mr2b_f2b_v3"", ""market_regime_alpha.research.mr2b_f2b_v3_artifacts"", ""market_regime_alpha.research.mr2b_f2b_v3_protocol"", ""market_regime_alpha.research.prr_artifact_reader"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_mr2b_f2b_v3_reader.py"", ""tests/research/test_mr2b_f2b_v3_artifacts.py""]"	"[""docs/archive/superpowers/plans/2026-07-16-tencent-composite-exploratory-r5.md"", ""docs/archive/superpowers/plans/2026-07-13-macd-signal-intent-implementation.md""]"	[]	12886	286	b1726393a1ff7747807f1cacfb52f299fecb5911	2026-07-22T22:05:27+08:00	fix: close post-merge research Artifact identity reviews (#9)
src/market_regime_alpha/research/mr2b_f2b_v3_statistics.py	SOURCE	FULL_TEXT_READ	Coverage-first statistical wrappers for MR-2B F2B v3.	research	"[""PrimaryCoverageAssessment"", ""assess_primary_coverage"", ""protocol_bootstrap"", ""protocol_temporal_stability""]"	"[""PrimaryCoverageAssessment""]"	"[""__future__"", ""dataclasses"", ""market_regime_alpha.research.mr2b_f2b_statistics"", ""market_regime_alpha.research.mr2b_f2b_v3_protocol""]"	"[""tests/research/test_mr2b_f2b_v3_reader.py"", ""tests/research/test_mr2b_f2b_v3_artifacts.py""]"	[]	[]	2507	83	871f35781baeb29b12f41fc04b2a54b285d54a1f	2026-07-18T23:52:35+08:00	feat: harden versioned research Artifact identities
src/market_regime_alpha/research/mr2b_multiseed.py	SOURCE	FULL_TEXT_READ	Deterministic multi-seed matched-K reference distributions for MR-2B F2A.	research	"[""MultiSeedReferenceEvidence"", ""linear_quantile"", ""empirical_percentile"", ""build_multiseed_matched_k_reference"", ""_target_index"", ""_baseline_index"", ""_equity_index"", ""_primary_selection_symbols"", ""_primary_baseline_pair"", ""_evaluate_selection"", ""_cash_lock_selection_id"", ""_summaries"", ""_distribution_fields"", ""_reconcile_primary_seed"", ""_finite""]"	[]	"[""math"", ""__future__"", ""collections.abc"", ""dataclasses"", ""datetime"", ""numbers"", ""typing"", ""market_regime_alpha.research.mr1_candidate_baselines"", ""market_regime_alpha.research.prr_artifact_schemas"", ""market_regime_alpha.research.prr_mvp_1""]"	"[""tests/research/test_mr2b_multiseed.py""]"	[]	[]	23208	501	536064007cf08b9ac7019443cc13a6c017d0b569	2026-07-18T18:29:23+08:00	feat: add exact-context and multi-seed Candidate excess evidence
src/market_regime_alpha/research/mr2b_verifier_registry.py	SOURCE	FULL_TEXT_READ	Versioned verifier routing for immutable MR-2B F2B artifacts.	research	"[""ArtifactVerifierRegistration"", ""build_verifier_registry"", ""load_verified_mr2b_f2b_run""]"	"[""ArtifactVerifierRegistration""]"	"[""json"", ""__future__"", ""dataclasses"", ""pathlib"", ""typing"", ""market_regime_alpha.research.mr2b_f2a_reader"", ""market_regime_alpha.research.mr2b_f2b_reader"", ""market_regime_alpha.research.mr2b_f2b_v2_reader"", ""market_regime_alpha.research.prr_artifact_reader"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_mr2b_f2b_v3_reader.py"", ""tests/research/test_mr2b_verifier_registry.py""]"	[]	[]	2476	65	9e32673c2d53416e07d355f6d6b101c35e2a97ab	2026-07-18T21:04:51+08:00	fix: harden MR-2B low-coverage and path-diagnostic semantics
src/market_regime_alpha/research/pit_partition_v2.py	SOURCE	FULL_TEXT_READ	Immutable Validation partition specification, seal, and first-open receipt.	research	"[""ValidationPartitionSpecification"", ""PartitionSealArtifact"", ""PartitionOpenReceipt"", ""seal_validation_partition"", ""open_partition"", ""persist_partition_seal"", ""open_persisted_partition"", ""_verify_seal_binding"", ""_verify_persisted_seal"", ""_validate_partition_component"", ""_write_json"", ""_content_hash""]"	"[""PartitionSealArtifact""]"	"[""json"", ""shutil"", ""__future__"", ""dataclasses"", ""datetime"", ""hashlib"", ""pathlib"", ""typing"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_pit_partition_seal.py"", ""tests/research/pit_replication_v2_fixtures.py"", ""tests/research/test_pit_partition_specification.py""]"	[]	[]	11680	298	96e41a12d86b3b5f7472c2d4e44011736b087b6b	2026-07-22T23:34:40+08:00	fix: harden sealed PIT Candidate replication semantics (#11)
src/market_regime_alpha/research/pit_replication_artifacts.py	SOURCE	FULL_TEXT_READ	Immutable publication contracts for PIT Candidate replication evidence.	research	"[""PITReplicationRunIdentity"", ""build_pit_replication_run_identity"", ""publish_blocked_pit_replication"", ""_validate_exact_set"", ""_write_json"", ""_write_checksums"", ""_content_hash""]"	[]	"[""json"", ""shutil"", ""__future__"", ""dataclasses"", ""hashlib"", ""pathlib"", ""typing"", ""market_regime_alpha.research.pit_replication_preflight"", ""market_regime_alpha.research.pit_replication_protocol"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_pit_replication_artifacts.py"", ""tests/research/test_pit_replication_reader.py""]"	"[""docs/archive/superpowers/plans/2026-07-16-tencent-composite-exploratory-r5.md""]"	[]	7513	199	5d19cee4a1dac4651c71a569a3a45d2a84b2b0df	2026-07-18T21:40:07+08:00	feat: establish PIT Candidate replication validation foundation
src/market_regime_alpha/research/pit_replication_preflight.py	SOURCE	FULL_TEXT_READ	Provider-bound, no-fallback preflight for PIT Candidate replication.	research	"[""PITReplicationPreflightStatus"", ""PITReplicationPreflight"", ""preflight_xuntou_replication"", ""_result"", ""_content_hash""]"	[]	"[""__future__"", ""dataclasses"", ""enum"", ""hashlib"", ""pathlib"", ""typing"", ""market_regime_alpha.research.provider_rehearsal_market_artifact"", ""market_regime_alpha.research.provider_routing"", ""market_regime_alpha.research.wp3_orchestrator"", ""market_regime_alpha.research.xuntou_provider_adapter""]"	"[""tests/research/test_pit_replication_artifacts.py"", ""tests/research/test_pit_replication_reader.py"", ""tests/research/test_pit_replication_v2_invalid_artifact.py"", ""tests/research/test_pit_replication_preflight.py""]"	"[""docs/research/Daily-Quant-Selection-and-Manual-Trading-Research-Program.md"", ""docs/archive/superpowers/plans/2026-07-16-tencent-composite-exploratory-r5.md"", ""docs/archive/superpowers/plans/2026-07-13-macd-signal-intent-implementation.md""]"	[]	6149	155	5d19cee4a1dac4651c71a569a3a45d2a84b2b0df	2026-07-18T21:40:07+08:00	feat: establish PIT Candidate replication validation foundation
src/market_regime_alpha/research/pit_replication_protocol.py	SOURCE	FULL_TEXT_READ	Frozen governance contract for PIT Candidate replication validation.	research	"[""PITCandidateReplicationProtocol"", ""CandidateFeatureExperiment"", ""frozen_pit_replication_protocol""]"	"[""PITCandidateReplicationProtocol""]"	"[""__future__"", ""dataclasses"", ""typing"", ""market_regime_alpha.research.r5_baseline_runner"", ""market_regime_alpha.research.xuntou_provider_adapter"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_pit_replication_artifacts.py"", ""tests/research/test_pit_replication_reader.py"", ""tests/research/test_pit_replication_protocol.py""]"	"[""docs/research/PIT-Candidate-Replication-Charter.md""]"	[]	6563	144	5d19cee4a1dac4651c71a569a3a45d2a84b2b0df	2026-07-18T21:40:07+08:00	feat: establish PIT Candidate replication validation foundation
src/market_regime_alpha/research/pit_replication_reader.py	SOURCE	FULL_TEXT_READ	Semantic reader for immutable PIT Candidate replication artifacts.	research	"[""VerifiedPITReplicationRun"", ""load_verified_pit_replication_run"", ""_verify_checksums"", ""_read_object"", ""_read_list"", ""_mapping"", ""_content_hash""]"	[]	"[""json"", ""__future__"", ""dataclasses"", ""hashlib"", ""pathlib"", ""types"", ""typing"", ""market_regime_alpha.research.pit_replication_artifacts"", ""market_regime_alpha.research.pit_replication_preflight"", ""market_regime_alpha.research.pit_replication_protocol"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_pit_replication_reader.py""]"	"[""docs/specs/ThemeDirectionSnapshot.md"", ""docs/research/Daily-Quant-Selection-and-Manual-Trading-Research-Program.md"", ""docs/constitution/04-Data-Constitution.md"", ""docs/archive/superpowers/specs/2026-07-13-macd-signal-intent-design.md"", ""docs/archive/superpowers/plans/2026-07-16-tencent-composite-exploratory-r5.md"", ""docs/archive/superpowers/plans/2026-07-13-macd-signal-intent-implementation.md""]"	[]	6763	147	5d19cee4a1dac4651c71a569a3a45d2a84b2b0df	2026-07-18T21:40:07+08:00	feat: establish PIT Candidate replication validation foundation
src/market_regime_alpha/research/pit_replication_runner.py	SOURCE	FULL_TEXT_READ	Pure validation and application facade for PIT Candidate replication.	research	"[""PITReplicationTableValidation"", ""validate_replication_tables"", ""run_pit_replication"", ""_unique_index"", ""_text"", ""_integer""]"	[]	"[""__future__"", ""collections"", ""dataclasses"", ""datetime"", ""pathlib"", ""typing"", ""market_regime_alpha.research.pit_replication_preflight"", ""market_regime_alpha.research.pit_replication_protocol"", ""market_regime_alpha.research.mr1_candidate_baselines""]"	"[""tests/research/test_pit_replication_runner.py""]"	"[""docs/constitution/04-Data-Constitution.md"", ""docs/archive/superpowers/plans/2026-07-16-tencent-composite-exploratory-r5.md"", ""docs/archive/superpowers/plans/2026-07-18-wp4a1-entry-path-temporal-price-lineage-hardening.md""]"	[]	10890	258	5d19cee4a1dac4651c71a569a3a45d2a84b2b0df	2026-07-18T21:40:07+08:00	feat: establish PIT Candidate replication validation foundation
src/market_regime_alpha/research/pit_replication_success_v2.py	SOURCE	FULL_TEXT_READ	Pure success pipeline for sealed PIT Candidate replication v2 evidence.	research	"[""PITReplicationSuccessInputs"", ""PITReplicationSuccessResults"", ""build_pit_replication_success_results"", ""_validate_population_lineage"", ""_validate_feature_lineage"", ""_evaluation_index"", ""_build_comparators"", ""_portfolio_return"", ""_gross_population_return"", ""_unique_index"", ""_positive_finite"", ""assessment_payload""]"	[]	"[""math"", ""__future__"", ""collections"", ""dataclasses"", ""datetime"", ""statistics"", ""typing"", ""market_regime_alpha.research.mr1_candidate_baselines"", ""market_regime_alpha.research.mr1_research_runner"", ""market_regime_alpha.research.pit_partition_v2"", ""market_regime_alpha.research.pit_replication_success_v2_features"", ""market_regime_alpha.research.pit_replication_success_v2_protocol"", ""market_regime_alpha.research.pit_replication_success_v2_statistics"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_pit_replication_v2_runner.py"", ""tests/research/test_pit_replication_v2_features.py"", ""tests/research/pit_replication_v2_fixtures.py"", ""tests/research/test_pit_replication_v2_artifacts.py"", ""tests/research/test_pit_replication_v2_statistics.py"", ""tests/research/test_pit_replication_v2_protocol.py"", ""tests/research/test_pit_replication_v2_reader.py""]"	[]	[]	19454	457	96e41a12d86b3b5f7472c2d4e44011736b087b6b	2026-07-22T23:34:40+08:00	fix: harden sealed PIT Candidate replication semantics (#11)
src/market_regime_alpha/research/pit_replication_success_v2_artifacts.py	SOURCE	FULL_TEXT_READ	Immutable publisher for PIT Candidate replication success v2 evidence.	research	"[""PITReplicationSuccessIdentityV2"", ""build_success_identity"", ""build_success_identity_from_inputs"", ""build_input_evidence_hashes"", ""success_reader_implementation_identity"", ""publish_pit_replication_success_v2"", ""_row_counts"", ""_data_quality"", ""_chronological"", ""_temporal_slices"", ""_population_slices"", ""_liquidity_slices"", ""_feature_completeness"", ""_turnover"", ""_cost_payload"", ""_cost_payload_for_protocol"", ""_canonical_value"", ""_report"", ""_parquet"", ""_json"", ""_checksums"", ""_hash"", ""_revision""]"	[]	"[""json"", ""shutil"", ""subprocess"", ""pandas"", ""__future__"", ""dataclasses"", ""hashlib"", ""pathlib"", ""statistics"", ""typing"", ""market_regime_alpha.research.mr1_research_runner"", ""market_regime_alpha.research.pit_replication_success_v2"", ""market_regime_alpha.research.pit_replication_success_v2_protocol"", ""market_regime_alpha.research.pit_replication_success_v2_features"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_pit_replication_v2_artifacts.py""]"	[]	[]	23757	570	96e41a12d86b3b5f7472c2d4e44011736b087b6b	2026-07-22T23:34:40+08:00	fix: harden sealed PIT Candidate replication semantics (#11)
src/market_regime_alpha/research/pit_replication_success_v2_features.py	SOURCE	FULL_TEXT_READ	Reconstruct frozen B1-E scores from persisted Feature evidence.	research	"[""RegisteredFeatureDefinition"", ""frozen_b1e_feature_registry"", ""feature_set_payload"", ""model_spec_payload"", ""reconstruct_b1e_scores"", ""_text""]"	"[""RegisteredFeatureDefinition""]"	"[""math"", ""__future__"", ""collections"", ""dataclasses"", ""datetime"", ""typing"", ""market_regime_alpha.candidates.composite_baseline"", ""market_regime_alpha.features.rehearsal_baselines"", ""market_regime_alpha.research.pit_replication_success_v2_protocol"", ""market_regime_alpha.research.r5_baseline_runner""]"	"[""tests/research/test_pit_replication_v2_features.py"", ""tests/research/pit_replication_v2_fixtures.py""]"	"[""docs/constitution/04-Data-Constitution.md"", ""docs/archive/superpowers/plans/2026-07-16-tencent-composite-exploratory-r5.md"", ""docs/archive/superpowers/plans/2026-07-18-wp4a1-entry-path-temporal-price-lineage-hardening.md""]"	[]	7690	175	96e41a12d86b3b5f7472c2d4e44011736b087b6b	2026-07-22T23:34:40+08:00	fix: harden sealed PIT Candidate replication semantics (#11)
src/market_regime_alpha/research/pit_replication_success_v2_protocol.py	SOURCE	FULL_TEXT_READ	Frozen protocol for sealed PIT Candidate replication success evidence.	research	"[""PITCandidateReplicationProtocolV2"", ""frozen_pit_replication_success_v2_protocol""]"	"[""PITCandidateReplicationProtocolV2""]"	"[""__future__"", ""dataclasses"", ""typing"", ""market_regime_alpha.research.prr_artifact_schemas"", ""market_regime_alpha.research.r5_baseline_runner""]"	"[""tests/research/test_pit_replication_v2_features.py"", ""tests/research/pit_replication_v2_fixtures.py"", ""tests/research/test_pit_replication_v2_artifacts.py"", ""tests/research/test_pit_replication_v2_statistics.py"", ""tests/research/test_pit_replication_v2_protocol.py""]"	[]	[]	5810	127	191e9c31d338d8d81a78332111059b50b3de2a60	2026-07-19T00:38:16+08:00	feat: implement sealed PIT Candidate replication pipeline (#8)
src/market_regime_alpha/research/pit_replication_success_v2_reader.py	SOURCE	FULL_TEXT_READ	Semantic Reader for PIT Candidate replication success v2.	research	"[""VerifiedPITReplicationSuccessV2"", ""load_verified_pit_replication_success_v2"", ""_amount_contract_qualified"", ""_verify_seal"", ""_parse_formal_qualification"", ""_specification"", ""_seal"", ""_receipt"", ""_assert_rows"", ""_rows"", ""_verify_files"", ""_object"", ""_array"", ""_mapping"", ""_hash""]"	[]	"[""json"", ""pandas"", ""__future__"", ""dataclasses"", ""datetime"", ""hashlib"", ""pathlib"", ""typing"", ""pandas.testing"", ""market_regime_alpha.research.pit_partition_v2"", ""market_regime_alpha.research.pit_replication_success_v2"", ""market_regime_alpha.research.pit_replication_success_v2_artifacts"", ""market_regime_alpha.research.pit_replication_success_v2_features"", ""market_regime_alpha.research.pit_replication_success_v2_protocol"", ""market_regime_alpha.research.mr1_research_runner"", ""market_regime_alpha.research.prr_artifact_schemas"", ""market_regime_alpha.research.xuntou_pit_v4_qualification"", ""market_regime_alpha.research.xuntou_pit_v4_contract""]"	"[""tests/research/test_pit_replication_v2_reader.py""]"	"[""docs/Data-Spec.md"", ""docs/archive/superpowers/plans/2026-07-16-tencent-composite-exploratory-r5.md""]"	[]	17203	372	96e41a12d86b3b5f7472c2d4e44011736b087b6b	2026-07-22T23:34:40+08:00	fix: harden sealed PIT Candidate replication semantics (#11)
src/market_regime_alpha/research/pit_replication_success_v2_runner.py	SOURCE	FULL_TEXT_READ	Application facade for PIT replication v2 blocked/invalid/success outcomes.	research	"[""run_pit_replication_success_v2"", ""_materialize_available_inputs"", ""_existing_partition_ids"", ""_mapping"", ""_validated_replication_payload"", ""_sequence"", ""_row_sequence"", ""_text""]"	[]	"[""json"", ""__future__"", ""dataclasses"", ""datetime"", ""pathlib"", ""typing"", ""market_regime_alpha.research.pit_replication_preflight"", ""market_regime_alpha.research.pit_replication_success_v2"", ""market_regime_alpha.research.pit_replication_success_v2_artifacts"", ""market_regime_alpha.research.pit_replication_success_v2_protocol"", ""market_regime_alpha.research.pit_partition_v2"", ""market_regime_alpha.research.pit_replication_v2_artifacts"", ""market_regime_alpha.research.pit_replication_v2_protocol"", ""market_regime_alpha.research.pit_replication_v2_reader"", ""market_regime_alpha.research.prr_artifact_schemas"", ""market_regime_alpha.research.xuntou_pit_v4_evidence"", ""market_regime_alpha.research.xuntou_pit_v4_contract"", ""market_regime_alpha.research.xuntou_pit_v4_preflight""]"	"[""tests/research/test_pit_replication_v2_runner.py"", ""tests/research/test_pit_replication_v2_reader.py""]"	"[""docs/specs/ThemeDirectionSnapshot.md"", ""docs/research/Daily-Quant-Selection-and-Manual-Trading-Research-Program.md"", ""docs/constitution/04-Data-Constitution.md"", ""docs/archive/superpowers/specs/2026-07-13-macd-signal-intent-design.md"", ""docs/archive/superpowers/plans/2026-07-16-tencent-composite-exploratory-r5.md"", ""docs/archive/superpowers/plans/2026-07-13-macd-signal-intent-implementation.md"", ""docs/archive/superpowers/plans/2026-07-18-wp4a1-entry-path-temporal-price-lineage-hardening.md""]"	[]	14703	350	96e41a12d86b3b5f7472c2d4e44011736b087b6b	2026-07-22T23:34:40+08:00	fix: harden sealed PIT Candidate replication semantics (#11)
src/market_regime_alpha/research/pit_replication_success_v2_statistics.py	SOURCE	FULL_TEXT_READ	Deterministic chronological statistics for PIT replication v2.	research	"[""PITReplicationAssessment"", ""assess_daily_replication"", ""_finite_float"", ""_insufficient"", ""_moving_block_means""]"	"[""PITReplicationAssessment""]"	"[""math"", ""random"", ""__future__"", ""dataclasses"", ""statistics"", ""typing"", ""market_regime_alpha.research.mr2b_f2b_statistics"", ""market_regime_alpha.research.pit_replication_success_v2_protocol""]"	[]	[]	[]	6294	189	191e9c31d338d8d81a78332111059b50b3de2a60	2026-07-19T00:38:16+08:00	feat: implement sealed PIT Candidate replication pipeline (#8)
src/market_regime_alpha/research/pit_replication_v2_artifacts.py	SOURCE	FULL_TEXT_READ	Immutable blocked and invalid PIT replication evidence v2.	research	"[""PITReplicationRunIdentityV2"", ""build_pit_replication_v2_identity"", ""publish_pit_replication_v2"", ""_git_revision"", ""_validate_exact_set"", ""_write_json"", ""_write_checksums"", ""_content_hash""]"	[]	"[""json"", ""shutil"", ""subprocess"", ""__future__"", ""dataclasses"", ""hashlib"", ""pathlib"", ""typing"", ""market_regime_alpha.research.pit_replication_preflight"", ""market_regime_alpha.research.pit_replication_v2_protocol"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_pit_replication_v2_identity.py"", ""tests/research/test_pit_replication_v2_invalid_artifact.py""]"	"[""docs/archive/superpowers/plans/2026-07-16-tencent-composite-exploratory-r5.md""]"	[]	9781	251	b1726393a1ff7747807f1cacfb52f299fecb5911	2026-07-22T22:05:27+08:00	fix: close post-merge research Artifact identity reviews (#9)
src/market_regime_alpha/research/pit_replication_v2_preflight.py	SOURCE	FULL_TEXT_READ	Versioned provider preflight projection for PIT Artifact identity v2.	research	"[""preflight_xuntou_replication_v2"", ""parse_pit_replication_v2_preflight""]"	[]	"[""__future__"", ""dataclasses"", ""pathlib"", ""typing"", ""market_regime_alpha.research.pit_replication_preflight""]"	"[""tests/research/test_pit_replication_v2_identity.py"", ""tests/research/test_pit_replication_v2_invalid_artifact.py""]"	[]	[]	2959	78	b1726393a1ff7747807f1cacfb52f299fecb5911	2026-07-22T22:05:27+08:00	fix: close post-merge research Artifact identity reviews (#9)
src/market_regime_alpha/research/pit_replication_v2_protocol.py	SOURCE	FULL_TEXT_READ	Frozen protocol binding for PIT blocked/invalid evidence v2.	research	"[""PITCandidateReplicationProtocolV2"", ""frozen_pit_replication_v2_protocol""]"	"[""PITCandidateReplicationProtocolV2""]"	"[""__future__"", ""dataclasses"", ""typing"", ""market_regime_alpha.research.pit_replication_protocol"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_pit_replication_v2_identity.py"", ""tests/research/test_pit_replication_v2_invalid_artifact.py""]"	[]	[]	2736	75	871f35781baeb29b12f41fc04b2a54b285d54a1f	2026-07-18T23:52:35+08:00	feat: harden versioned research Artifact identities
src/market_regime_alpha/research/pit_replication_v2_reader.py	SOURCE	FULL_TEXT_READ	Semantic reader for blocked and invalid PIT replication evidence v2.	research	"[""VerifiedPITReplicationRunV2"", ""VerifiedPITReplicationArtifactV2"", ""load_verified_pit_replication_artifact_v2"", ""load_verified_pit_replication_v2"", ""_verify_blocker"", ""_verify_invalid"", ""_schema"", ""_verify_files"", ""_read_object"", ""_read_list"", ""_mapping"", ""_content_hash""]"	"[""VerifiedPITReplicationArtifactV2""]"	"[""json"", ""__future__"", ""dataclasses"", ""hashlib"", ""pathlib"", ""types"", ""typing"", ""market_regime_alpha.research.pit_replication_preflight"", ""market_regime_alpha.research.pit_replication_v2_artifacts"", ""market_regime_alpha.research.pit_replication_v2_protocol"", ""market_regime_alpha.research.pit_replication_v2_preflight"", ""market_regime_alpha.research.prr_artifact_schemas""]"	"[""tests/research/test_pit_replication_v2_invalid_artifact.py"", ""tests/research/test_pit_replication_v2_reader.py""]"	"[""docs/constitution/06-Strategy-Constitution.md"", ""docs/archive/superpowers/specs/2026-07-13-macd-signal-intent-design.md"", ""docs/archive/superpowers/plans/2026-07-18-wp4a2-entry-path-as-of-evidence-correction.md"", ""docs/archive/superpowers/plans/2026-07-13-macd-signal-intent-implementation.md""]"	[]	10116	238	96e41a12d86b3b5f7472c2d4e44011736b087b6b	2026-07-22T23:34:40+08:00	fix: harden sealed PIT Candidate replication semantics (#11)
src/market_regime_alpha/research/pit_replication_v2_runner.py	SOURCE	FULL_TEXT_READ	Application facade for PIT replication blocked/invalid evidence v2.	research	"[""run_pit_replication_v2""]"	[]	"[""__future__"", ""pathlib"", ""market_regime_alpha.research.pit_replication_v2_artifacts"", ""market_regime_alpha.research.pit_replication_v2_preflight"", ""market_regime_alpha.research.pit_replication_v2_protocol"", ""market_regime_alpha.research.pit_replication_v2_reader""]"	[]	[]	[]	939	23	871f35781baeb29b12f41fc04b2a54b285d54a1f	2026-07-18T23:52:35+08:00	feat: harden versioned research Artifact identities
src/market_regime_alpha/research/provider_candidate_runner.py	SOURCE	FULL_TEXT_READ	Provider rehearsal artifact to fixed R5 Candidate baseline evaluations.	research	"[""ProviderCandidateRunOutcome"", ""CandidateDecisionDiagnostic"", ""ProviderCandidateRun"", ""run_provider_candidate_experiment"", ""_universe_source_dataset_contract"", ""_validate_provider_rehearsal_policy"", ""_unique""]"	"[""CandidateDecisionDiagnostic""]"	"[""__future__"", ""collections"", ""dataclasses"", ""enum"", ""market_regime_alpha.candidates"", ""market_regime_alpha.core.identity"", ""market_regime_alpha.core.time"", ""market_regime_alpha.data"", ""market_regime_alpha.features.rehearsal_baselines"", ""market_regime_alpha.research.provider_rehearsal_market_artifact"", ""market_regime_alpha.research.r5_baseline_runner"", ""market_regime_alpha.universe.contracts"", ""market_regime_alpha.universe.eligibility_policy""]"	"[""tests/research/test_provider_candidate_runner.py""]"	"[""docs/archive/superpowers/plans/2026-07-13-macd-signal-intent-implementation.md"", ""docs/archive/superpowers/plans/2026-07-16-wp3-provider-routing-and-candidate-runs.md""]"	[]	13505	306	712ec8568806284a154232ccc71ddf9dedc305c3	2026-07-16T21:31:07+08:00	fix: close WP-3 verification gaps
